BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	10	14	cn1	01	διόπερ	διόπερ	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	15	cn1	01	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	17	cn1	01	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	17	cn2	10	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	18	cn1	06	οὐχ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	19	cn1	02	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	19	cn2	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	19	cn3	08	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	10	19	cn4	09	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	20	cn1	01	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	20	cn2	02	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	20	cn3	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	20	cn4	07	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	20	cn5	10	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	20	cn6	12	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	21	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	21	cn2	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	21	cn3	09	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	21	cn4	14	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	22	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	10	22	cn2	05	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	23	cn1	03	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	23	cn2	04	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	23	cn3	09	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	23	cn4	10	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	24	cn1	05	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	26	cn1	03	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	10	26	cn2	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	10	27	cn1	01	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	10	27	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	28	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	10	28	cn2	02	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	28	cn3	09	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	28	cn4	15	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	29	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	29	cn2	07	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	29	cn3	12	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	30	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	10	31	cn1	01	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	31	cn2	02	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	31	cn3	04	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	31	cn4	06	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	32	cn1	02	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	32	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	32	cn3	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	33	cn1	01	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	33	cn2	06	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	33	cn3	11	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	33	cn4	15	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	11	1	cn1	04	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	11	2	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	2	cn2	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
