center_stream_index	center_reference	window_size	movement_sequence	continuity_sequence	reason_sequence
644	12:3	5	"[""candidate"", ""none"", ""strong"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
645	12:3	5	"[""none"", ""strong"", ""strong"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""]]"
646	12:3	5	"[""strong"", ""strong"", ""candidate"", ""candidate"", ""none""]"	"[""shift"", ""shift"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], []]"
647	12:4	5	"[""strong"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [], []]"
650	12:7	5	"[""none"", ""none"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""shift"", ""same"", ""same""]"	"[[], [], [""number_change"", ""subject_shift""], [], []]"
653	12:11	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
654	12:12	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
657	12:13	5	"[""none"", ""none"", ""strong"", ""none"", ""strong""]"	"[""same"", ""same"", ""shift"", ""same"", ""shift""]"	"[[], [], [""number_change"", ""person_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""]]"
659	12:14	5	"[""strong"", ""none"", ""strong"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
660	12:15	5	"[""none"", ""strong"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""same"", ""shift"", ""same""]"	"[[], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
661	12:15	5	"[""strong"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
662	12:15	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
663	12:15	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""shift""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
664	12:16	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
665	12:16	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""shift""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
666	12:16	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""shift"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], []]"
667	12:16	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""]]"
669	12:18	5	"[""candidate"", ""none"", ""candidate"", ""none"", ""candidate""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""]]"
671	12:21	5	"[""candidate"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], []]"
672	12:21	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""same"", ""shift""]"	"[[], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [], [""person_change"", ""subject_shift""]]"
674	12:22	5	"[""candidate"", ""none"", ""candidate"", ""strong"", ""none""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""same""]"	"[[""person_change"", ""subject_shift""], [], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], []]"
675	12:23	5	"[""none"", ""candidate"", ""strong"", ""none"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""]]"
677	12:23	5	"[""strong"", ""none"", ""strong"", ""none"", ""none""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""], [], []]"
680	12:25	5	"[""none"", ""none"", ""candidate"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""same"", ""shift"", ""shift""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""]]"
681	12:25	5	"[""none"", ""candidate"", ""strong"", ""candidate"", ""none""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], []]"
682	12:26	5	"[""candidate"", ""strong"", ""candidate"", ""none"", ""none""]"	"[""same"", ""shift"", ""shift"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [], []]"
686	12:27	5	"[""none"", ""none"", ""strong"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""shift"", ""shift""]"	"[[], [], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""]]"
687	12:28	5	"[""none"", ""strong"", ""strong"", ""candidate"", ""none""]"	"[""same"", ""shift"", ""shift"", ""shift"", ""same""]"	"[[], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], []]"
688	12:30	5	"[""strong"", ""strong"", ""candidate"", ""none"", ""none""]"	"[""shift"", ""shift"", ""shift"", ""same"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [], []]"
691	12:31	5	"[""none"", ""none"", ""candidate"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[], [], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
692	12:31	5	"[""none"", ""candidate"", ""strong"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""shift"", ""same"", ""same""]"	"[[], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
693	13:1	5	"[""candidate"", ""strong"", ""candidate"", ""candidate"", ""none""]"	"[""shift"", ""shift"", ""same"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
694	13:1	5	"[""strong"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""]]"
696	13:2	5	"[""candidate"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
697	13:2	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""]]"
699	13:2	5	"[""candidate"", ""none"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""same"", ""same"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
700	13:2	5	"[""none"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""shift"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], []]"
701	13:4	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""shift"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [], []]"
